"No.","Time","Source","Destination","Protocol","Length","Info"
"5236","31.311427","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=1015259 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5237","31.311428","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=1016671 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5238","31.311686","192.168.100.139","181.188.188.204","TCP","54","65270  >  80 [ACK] Seq=5228 Ack=1018083 Win=262400 Len=0"
"5239","31.316010","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=325256 Ack=3511 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5240","31.316012","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=326668 Ack=3511 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5241","31.316018","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [PSH, ACK] Seq=328080 Ack=3511 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5242","31.316364","192.168.100.139","181.188.188.204","TCP","54","65271  >  80 [ACK] Seq=3511 Ack=329492 Win=262400 Len=0"
"5243","31.326028","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=858615 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5244","31.326031","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=860027 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5245","31.326038","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=861439 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5246","31.326466","192.168.100.139","181.188.188.204","TCP","54","65268  >  80 [ACK] Seq=5469 Ack=862851 Win=262400 Len=0"
"5247","31.326528","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=862851 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5248","31.326530","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=612366 Ack=2360 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5249","31.326532","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=613778 Ack=2360 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5250","31.326749","192.168.100.139","181.188.188.204","TCP","54","65278  >  80 [ACK] Seq=2360 Ack=615190 Win=262400 Len=0"
"5251","31.326969","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=864263 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5252","31.326970","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=865675 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5253","31.327184","192.168.100.139","181.188.188.204","TCP","54","65268  >  80 [ACK] Seq=5469 Ack=867087 Win=262400 Len=0"
"5254","31.327242","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=867087 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5255","31.327243","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=868499 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5256","31.327246","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=615190 Ack=2360 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5257","31.327247","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=616602 Ack=2360 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5258","31.327248","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=618014 Ack=2360 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5259","31.327493","192.168.100.139","181.188.188.204","TCP","54","65268  >  80 [ACK] Seq=5469 Ack=869911 Win=262400 Len=0"
"5260","31.327533","192.168.100.139","181.188.188.204","TCP","54","65278  >  80 [ACK] Seq=2360 Ack=619426 Win=262400 Len=0"
"5261","31.331024","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=1018083 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5262","31.331028","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=1019495 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5263","31.331035","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=1020907 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5264","31.331449","192.168.100.139","181.188.188.204","TCP","54","65270  >  80 [ACK] Seq=5228 Ack=1022319 Win=262400 Len=0"
"5265","31.331506","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=1022319 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5266","31.331508","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=1023731 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5267","31.331510","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=1025143 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5268","31.331664","192.168.100.139","181.188.188.204","TCP","54","65270  >  80 [ACK] Seq=5228 Ack=1026555 Win=262400 Len=0"
"5269","31.336032","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=329492 Ack=3511 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5270","31.336034","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=330904 Ack=3511 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5271","31.336037","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=332316 Ack=3511 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5272","31.336038","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=333728 Ack=3511 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5273","31.336040","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=335140 Ack=3511 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5274","31.336477","192.168.100.139","181.188.188.204","TCP","54","65271  >  80 [ACK] Seq=3511 Ack=336552 Win=262400 Len=0"
"5275","31.346025","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=869911 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5276","31.346026","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=871323 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5277","31.346029","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=872735 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5278","31.346030","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=874147 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5279","31.346251","192.168.100.139","181.188.188.204","TCP","54","65268  >  80 [ACK] Seq=5469 Ack=875559 Win=262400 Len=0"
"5280","31.346295","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=619426 Ack=2360 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5281","31.346296","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=620838 Ack=2360 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5282","31.346300","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=875559 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5283","31.346301","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=876971 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5284","31.346435","192.168.100.139","181.188.188.204","TCP","54","65278  >  80 [ACK] Seq=2360 Ack=622250 Win=262400 Len=0"
"5285","31.346459","192.168.100.139","181.188.188.204","TCP","54","65268  >  80 [ACK] Seq=5469 Ack=878383 Win=262400 Len=0"
"5286","31.346994","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=878383 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5287","31.347105","192.168.100.139","181.188.188.204","TCP","54","65268  >  80 [ACK] Seq=5469 Ack=879795 Win=262400 Len=0"
"5288","31.347141","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=879795 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5289","31.347145","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=881207 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5290","31.347146","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=882619 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5291","31.347146","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=884031 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5292","31.347147","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=622250 Ack=2360 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5293","31.347148","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=623662 Ack=2360 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5294","31.347148","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=625074 Ack=2360 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5295","31.347335","192.168.100.139","181.188.188.204","TCP","54","65268  >  80 [ACK] Seq=5469 Ack=885443 Win=262400 Len=0"
"5296","31.347357","192.168.100.139","181.188.188.204","TCP","54","65278  >  80 [ACK] Seq=2360 Ack=626486 Win=262400 Len=0"
"5297","31.348039","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=626486 Ack=2360 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5298","31.348040","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=627898 Ack=2360 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5299","31.348149","192.168.100.139","181.188.188.204","TCP","54","65278  >  80 [ACK] Seq=2360 Ack=629310 Win=262400 Len=0"
"5300","31.351054","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=1026555 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5301","31.351055","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=1027967 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5302","31.351059","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=1029379 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5303","31.351060","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=1030791 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5304","31.351060","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=1032203 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5305","31.351350","192.168.100.139","181.188.188.204","TCP","54","65270  >  80 [ACK] Seq=5228 Ack=1033615 Win=262400 Len=0"
"5306","31.351427","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=1033615 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5307","31.351502","192.168.100.139","181.188.188.204","TCP","54","65270  >  80 [ACK] Seq=5228 Ack=1035027 Win=262400 Len=0"
"5308","31.354848","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=336552 Ack=3511 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5309","31.355099","192.168.100.139","181.188.188.204","TCP","54","65271  >  80 [ACK] Seq=3511 Ack=337964 Win=262400 Len=0"
"5310","31.355163","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=337964 Ack=3511 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5311","31.355164","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=339376 Ack=3511 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5312","31.355165","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=340788 Ack=3511 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5313","31.355166","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=342200 Ack=3511 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5314","31.355352","192.168.100.139","181.188.188.204","TCP","54","65271  >  80 [ACK] Seq=3511 Ack=343612 Win=262400 Len=0"
"5315","31.359052","192.168.100.139","181.188.188.204","HTTP","511","GET /wp-content/uploads/2021/05/shape-5.png HTTP/1.1 "
"5316","31.365064","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=885443 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5317","31.365065","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=886855 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5318","31.365068","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=888267 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5319","31.365069","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=889679 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5320","31.365258","192.168.100.139","181.188.188.204","TCP","54","65268  >  80 [ACK] Seq=5469 Ack=891091 Win=262400 Len=0"
"5321","31.365298","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=629310 Ack=2360 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5322","31.365299","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=630722 Ack=2360 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5323","31.365299","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=891091 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5324","31.365410","192.168.100.139","181.188.188.204","TCP","54","65278  >  80 [ACK] Seq=2360 Ack=632134 Win=262400 Len=0"
"5325","31.366024","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=892503 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5326","31.366122","192.168.100.139","181.188.188.204","TCP","54","65268  >  80 [ACK] Seq=5469 Ack=893915 Win=262400 Len=0"
"5327","31.366169","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=893915 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5328","31.366173","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=895327 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5329","31.366174","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=896739 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5330","31.366175","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=898151 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5331","31.366175","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=632134 Ack=2360 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5332","31.366384","192.168.100.139","181.188.188.204","TCP","54","65268  >  80 [ACK] Seq=5469 Ack=899563 Win=262400 Len=0"
"5333","31.366420","192.168.100.139","181.188.188.204","TCP","54","65278  >  80 [ACK] Seq=2360 Ack=633546 Win=262400 Len=0"
"5334","31.366480","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=633546 Ack=2360 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5335","31.366481","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=634958 Ack=2360 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5336","31.366578","192.168.100.139","181.188.188.204","TCP","54","65278  >  80 [ACK] Seq=2360 Ack=636370 Win=262400 Len=0"
"5337","31.367036","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=636370 Ack=2360 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5338","31.367037","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=637782 Ack=2360 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5339","31.367203","192.168.100.139","181.188.188.204","TCP","54","65278  >  80 [ACK] Seq=2360 Ack=639194 Win=262400 Len=0"
"5340","31.369107","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=899563 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5341","31.370115","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=1035027 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5342","31.370118","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=1036439 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5343","31.370119","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=1037851 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5344","31.370119","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=1039263 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5345","31.370257","192.168.100.139","181.188.188.204","TCP","54","65270  >  80 [ACK] Seq=5228 Ack=1040675 Win=262400 Len=0"
"5346","31.370297","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=1040675 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5347","31.370298","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=1042087 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5348","31.370373","192.168.100.139","181.188.188.204","TCP","54","65270  >  80 [ACK] Seq=5228 Ack=1043499 Win=262400 Len=0"
"5349","31.371038","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=1043499 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5350","31.371096","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=1044911 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5351","31.371148","192.168.100.139","181.188.188.204","TCP","54","65270  >  80 [ACK] Seq=5228 Ack=1046323 Win=262400 Len=0"
"5352","31.374091","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=343612 Ack=3511 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5353","31.374093","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=345024 Ack=3511 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5354","31.374279","192.168.100.139","181.188.188.204","TCP","54","65271  >  80 [ACK] Seq=3511 Ack=346436 Win=262400 Len=0"
"5355","31.374316","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=346436 Ack=3511 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5356","31.374316","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=347848 Ack=3511 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5357","31.374322","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=349260 Ack=3511 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5358","31.374443","192.168.100.139","181.188.188.204","TCP","54","65271  >  80 [ACK] Seq=3511 Ack=350672 Win=262400 Len=0"
"5359","31.378178","181.188.188.204","192.168.100.139","TCP","1466","80  >  65269 [ACK] Seq=835933 Ack=15969 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5360","31.379052","181.188.188.204","192.168.100.139","TCP","1466","80  >  65269 [ACK] Seq=837345 Ack=15969 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5361","31.379056","181.188.188.204","192.168.100.139","TCP","1466","80  >  65269 [ACK] Seq=838757 Ack=15969 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5362","31.379182","192.168.100.139","181.188.188.204","TCP","54","65269  >  80 [ACK] Seq=15969 Ack=840169 Win=262400 Len=0"
"5363","31.379222","181.188.188.204","192.168.100.139","TCP","1466","80  >  65269 [ACK] Seq=840169 Ack=15969 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5364","31.379223","181.188.188.204","192.168.100.139","TCP","1466","80  >  65269 [ACK] Seq=841581 Ack=15969 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5365","31.379226","181.188.188.204","192.168.100.139","TCP","1466","80  >  65269 [ACK] Seq=842993 Ack=15969 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5366","31.379227","181.188.188.204","192.168.100.139","TCP","1466","80  >  65269 [ACK] Seq=844405 Ack=15969 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5367","31.379227","181.188.188.204","192.168.100.139","TCP","1466","80  >  65269 [ACK] Seq=845817 Ack=15969 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5368","31.379447","192.168.100.139","181.188.188.204","TCP","54","65269  >  80 [ACK] Seq=15969 Ack=847229 Win=262400 Len=0"
"5369","31.384179","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=900975 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5370","31.384180","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=902387 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5371","31.384185","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=903799 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5372","31.384185","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=905211 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5373","31.384186","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=639194 Ack=2360 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5374","31.384187","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=640606 Ack=2360 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5375","31.384462","192.168.100.139","181.188.188.204","TCP","54","65268  >  80 [ACK] Seq=5469 Ack=906623 Win=262400 Len=0"
"5376","31.384489","192.168.100.139","181.188.188.204","TCP","54","65278  >  80 [ACK] Seq=2360 Ack=642018 Win=262400 Len=0"
"5377","31.385147","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=906623 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5378","31.385148","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=908035 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5379","31.385151","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [PSH, ACK] Seq=909447 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5380","31.385152","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=910859 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5381","31.385241","192.168.100.139","181.188.188.204","TCP","54","65268  >  80 [ACK] Seq=5469 Ack=912271 Win=262400 Len=0"
"5382","31.385279","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=912271 Ack=5469 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5383","31.385280","181.188.188.204","192.168.100.139","HTTP","935","HTTP/1.1 200 OK  (JPEG JFIF image)"
"5384","31.385338","192.168.100.139","181.188.188.204","TCP","54","65268  >  80 [ACK] Seq=5469 Ack=914564 Win=262400 Len=0"
"5385","31.386038","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=642018 Ack=2360 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5386","31.389227","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=1046323 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5387","31.389232","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=1047735 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5388","31.389233","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=1049147 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5389","31.389234","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=1050559 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5390","31.389487","192.168.100.139","181.188.188.204","TCP","54","65270  >  80 [ACK] Seq=5228 Ack=1051971 Win=262400 Len=0"
"5391","31.390081","181.188.188.204","192.168.100.139","TCP","1466","[TCP Previous segment not captured] 80  >  65270 [ACK] Seq=1053383 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5392","31.390163","192.168.100.139","181.188.188.204","TCP","66","[TCP Dup ACK 5390#1] 65270  >  80 [ACK] Seq=5228 Ack=1051971 Win=262400 Len=0 SLE=1053383 SRE=1054795"
"5393","31.391471","192.168.100.139","181.188.188.204","HTTP","514","GET /wp-content/uploads/2021/05/service-bg.jpg HTTP/1.1 "
"5394","31.393119","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=350672 Ack=3511 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5395","31.393119","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=352084 Ack=3511 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5396","31.393289","192.168.100.139","181.188.188.204","TCP","54","65271  >  80 [ACK] Seq=3511 Ack=353496 Win=262400 Len=0"
"5397","31.393316","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=353496 Ack=3511 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5398","31.393317","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=354908 Ack=3511 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5399","31.393471","192.168.100.139","181.188.188.204","TCP","54","65271  >  80 [ACK] Seq=3511 Ack=356320 Win=262400 Len=0"
"5400","31.398143","181.188.188.204","192.168.100.139","TCP","1466","80  >  65269 [ACK] Seq=847229 Ack=15969 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5401","31.398295","181.188.188.204","192.168.100.139","TCP","1466","80  >  65269 [ACK] Seq=848641 Ack=15969 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5402","31.398299","181.188.188.204","192.168.100.139","TCP","1466","80  >  65269 [ACK] Seq=850053 Ack=15969 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
